volunteer_id,skill,preferred_task,location,available_time,language,transport,task_history,rating_reliability,name
334,Water,Food,Vadodara,2hr pm,Gujarati,,48,4.87,Arjun Sharma
335,Medical,Food,Vadodara,6hr pm,Gujarati,Bike,9,3.04,Neha Gupta
336,Medical,Rescue,Vadodara,4hr am,Hindi,Car,42,4.07,Rohit Verma
337,Water,Rescue,Navsari,1hr am,English,,2,4.14,Rohit Gupta
338,Water,Medical,Vadodara,4hr pm,English,Bike,3,4.52,Vikram Sharma
339,Medical,Rescue,Ahmedabad,6hr pm,Gujarati,Car,22,3.51,Karan Verma
340,Rescue,Water,Ahmedabad,1hr pm,Hindi,,21,4.0,Neha Gupta
341,Education,Rescue,Ahmedabad,3hr am,Hindi,Bike,32,2.83,Neha Verma
342,Medical,Rescue,Vadodara,6hr pm,Hindi,Bike,46,4.96,Vikram Gupta
343,Rescue,Food,Rajkot,7hr am,Hindi,,5,4.44,Vikram Nair
344,Medical,Education,Ahmedabad,2hr pm,English,,39,4.06,Amit Gupta
345,Food,Food,Navsari,1hr pm,Hindi,Car,29,4.64,Rohit Kumar
346,Medical,Education,Surat,5hr am,Hindi,Bike,5,4.24,Karan Gupta
347,Food,Education,Ahmedabad,8hr am,English,,3,2.86,Rahul Mehta
348,Water,Education,Ahmedabad,8hr pm,Gujarati,,19,2.71,Rohit Kumar
349,Rescue,Food,Navsari,6hr pm,English,Bike,19,4.74,Isha Sharma
350,Food,Food,Surat,7hr pm,Hindi,Bike,43,3.94,Rohit Reddy
351,Medical,Food,Vadodara,7hr am,English,,3,3.55,Karan Singh
352,Food,Food,Rajkot,7hr am,Hindi,Bike,24,4.29,Amit Kumar
353,Water,Rescue,Surat,3hr am,English,,33,4.7,Priya Gupta
354,Food,Rescue,Surat,3hr am,Gujarati,,15,4.6,Isha Gupta
355,Food,Food,Surat,2hr pm,Gujarati,Bike,17,4.69,Karan Singh
356,Education,Education,Vadodara,7hr pm,English,Car,44,3.36,Rahul Sharma
357,Water,Food,Navsari,4hr am,Gujarati,Bike,6,3.99,Anjali Singh
358,Education,Medical,Vadodara,4hr am,Hindi,Bike,26,3.45,Sneha Verma
359,Rescue,Food,Navsari,7hr pm,Hindi,Bike,3,3.93,Vikram Nair
360,Rescue,Food,Surat,3hr am,English,Car,50,4.44,Pooja Joshi
361,Education,Medical,Vadodara,7hr am,Gujarati,Car,15,2.51,Vikram Joshi
362,Rescue,Education,Surat,5hr am,Hindi,,22,4.76,Rahul Verma
363,Rescue,Education,Vadodara,1hr pm,Gujarati,Bike,35,4.76,Karan Singh
364,Rescue,Rescue,Navsari,3hr am,English,Car,34,3.39,Karan Verma
365,Rescue,Food,Vadodara,8hr pm,Hindi,,36,3.53,Sneha Nair
366,Water,Food,Navsari,3hr am,Gujarati,Car,26,4.75,Arjun Gupta
367,Rescue,Medical,Surat,4hr am,Gujarati,Car,31,3.64,Neha Patel
368,Water,Medical,Surat,2hr am,Gujarati,,35,3.58,Karan Kumar
369,Rescue,Food,Rajkot,3hr am,Hindi,Bike,13,4.65,Neha Reddy
370,Water,Education,Rajkot,4hr pm,Hindi,Bike,40,2.6,Arjun Reddy
371,Medical,Education,Vadodara,2hr am,English,Bike,41,3.77,Priya Kumar
372,Water,Water,Ahmedabad,1hr am,English,Bike,21,4.17,Sneha Patel
373,Food,Water,Vadodara,8hr pm,English,,42,4.15,Sneha Mehta
374,Water,Education,Ahmedabad,8hr pm,Gujarati,Car,20,4.99,Sneha Verma
375,Water,Medical,Rajkot,6hr pm,English,Bike,44,3.07,Amit Sharma
376,Medical,Water,Ahmedabad,5hr am,Gujarati,Car,38,4.65,Isha Patel
377,Education,Food,Surat,2hr am,Gujarati,Car,15,4.54,Pooja Kumar
378,Rescue,Medical,Vadodara,8hr am,Hindi,Bike,15,3.41,Isha Sharma
379,Rescue,Water,Navsari,2hr pm,English,,13,4.08,Rohit Sharma
380,Rescue,Rescue,Vadodara,8hr pm,Gujarati,Car,27,3.69,Arjun Nair
381,Education,Medical,Ahmedabad,5hr pm,Hindi,,28,3.29,Priya Kumar
382,Rescue,Rescue,Surat,5hr am,Gujarati,Bike,30,3.97,Pooja Verma
383,Water,Medical,Rajkot,6hr pm,Hindi,Bike,5,3.16,Rohit Nair
384,Food,Water,Rajkot,6hr am,Hindi,,12,2.97,Sneha Gupta
385,Water,Rescue,Navsari,4hr pm,English,Bike,11,2.73,Karan Nair
386,Rescue,Rescue,Vadodara,1hr am,English,Car,7,2.63,Pooja Gupta
387,Food,Rescue,Navsari,2hr am,Hindi,Bike,6,2.97,Pooja Reddy
388,Water,Rescue,Surat,2hr am,English,,26,3.02,Rahul Verma
389,Water,Water,Vadodara,7hr pm,Gujarati,Bike,44,4.07,Rahul Joshi
390,Rescue,Food,Rajkot,8hr pm,English,Bike,50,2.64,Neha Kumar
391,Medical,Medical,Vadodara,2hr am,Hindi,Bike,24,2.57,Anjali Verma
392,Education,Medical,Surat,8hr pm,Gujarati,Car,6,3.79,Neha Patel
393,Rescue,Medical,Vadodara,7hr pm,Hindi,Car,27,4.31,Karan Sharma
394,Medical,Rescue,Navsari,7hr am,Gujarati,,9,4.11,Priya Nair
395,Education,Medical,Ahmedabad,2hr am,Hindi,Car,0,4.59,Arjun Sharma
396,Water,Education,Rajkot,4hr am,English,,11,4.63,Vikram Singh
397,Rescue,Water,Rajkot,6hr am,Hindi,Car,3,2.72,Priya Reddy
398,Water,Education,Navsari,4hr am,Gujarati,Bike,12,4.77,Sneha Nair
399,Water,Food,Navsari,5hr pm,English,Bike,11,4.08,Isha Kumar
400,Food,Rescue,Vadodara,2hr pm,Gujarati,Car,33,3.99,Rohit Mehta
401,Water,Education,Navsari,5hr am,Hindi,,47,2.54,Isha Reddy
402,Education,Water,Vadodara,2hr am,Hindi,Car,25,3.62,Vikram Reddy
403,Water,Food,Surat,3hr pm,Hindi,Bike,7,4.14,Pooja Kumar
404,Medical,Food,Surat,5hr am,English,,8,3.76,Neha Verma
405,Medical,Education,Rajkot,4hr am,Gujarati,Bike,9,3.13,Amit Patel
406,Food,Water,Ahmedabad,1hr am,Gujarati,,42,4.38,Sneha Mehta
407,Rescue,Water,Rajkot,4hr am,Hindi,Bike,12,4.9,Vikram Verma
408,Medical,Education,Surat,8hr pm,Hindi,Car,15,2.87,Rahul Mehta
409,Education,Medical,Rajkot,3hr pm,English,,29,4.38,Pooja Sharma
410,Rescue,Water,Navsari,5hr am,Gujarati,,13,2.85,Neha Patel
411,Food,Food,Vadodara,8hr am,Hindi,Bike,49,3.13,Rohit Reddy
412,Rescue,Water,Ahmedabad,7hr pm,English,Bike,26,3.75,Rahul Joshi
413,Education,Education,Navsari,5hr am,Gujarati,,39,4.38,Pooja Joshi
414,Water,Food,Navsari,6hr am,Hindi,Bike,47,2.5,Anjali Verma
415,Water,Medical,Surat,2hr am,English,,25,3.22,Isha Mehta
416,Rescue,Education,Navsari,6hr am,English,Bike,18,2.71,Priya Patel
417,Food,Food,Surat,8hr am,English,Car,40,3.5,Priya Verma
418,Medical,Water,Navsari,1hr am,Hindi,Bike,35,3.24,Rohit Sharma
419,Water,Food,Surat,6hr pm,Hindi,,37,3.28,Rahul Patel
420,Food,Food,Vadodara,3hr am,Gujarati,,38,3.66,Anjali Verma
421,Medical,Food,Rajkot,4hr am,Hindi,,49,3.08,Neha Joshi
422,Food,Medical,Vadodara,2hr am,Gujarati,,20,3.98,Isha Kumar
423,Water,Education,Navsari,7hr pm,Gujarati,Bike,43,3.23,Vikram Sharma
424,Food,Water,Vadodara,6hr am,English,,4,3.54,Neha Nair
425,Education,Rescue,Navsari,8hr pm,English,Car,16,4.5,Arjun Sharma
426,Water,Water,Surat,3hr pm,Gujarati,,27,3.39,Pooja Verma
427,Water,Medical,Surat,8hr pm,Hindi,Car,29,3.42,Pooja Verma
428,Education,Water,Surat,2hr pm,English,Bike,10,2.71,Isha Reddy
429,Education,Rescue,Vadodara,3hr am,Gujarati,Bike,1,2.82,Isha Kumar
430,Education,Medical,Ahmedabad,4hr am,English,,44,3.29,Neha Gupta
431,Rescue,Water,Navsari,4hr pm,Gujarati,Car,13,3.92,Priya Gupta
432,Water,Medical,Navsari,6hr pm,English,Bike,23,3.53,Pooja Singh
433,Education,Water,Ahmedabad,8hr am,Hindi,,30,2.78,Sneha Verma
434,Rescue,Rescue,Ahmedabad,4hr pm,English,Bike,7,4.77,Vikram Nair
435,Food,Water,Surat,8hr pm,Hindi,Bike,47,3.21,Sneha Reddy
436,Rescue,Medical,Surat,5hr pm,English,Bike,10,4.29,Priya Patel
437,Rescue,Water,Surat,7hr am,Hindi,Car,30,4.51,Neha Mehta
438,Water,Rescue,Vadodara,8hr pm,Hindi,Bike,2,4.88,Amit Reddy
439,Water,Rescue,Ahmedabad,2hr am,Hindi,Car,26,3.95,Sneha Gupta
440,Water,Medical,Ahmedabad,5hr pm,Hindi,Car,39,3.43,Anjali Patel
441,Food,Education,Vadodara,3hr pm,Gujarati,Car,35,2.94,Isha Verma
442,Education,Education,Rajkot,1hr pm,Gujarati,Car,49,2.61,Isha Mehta
443,Food,Medical,Surat,6hr pm,Gujarati,Bike,8,4.26,Arjun Kumar
444,Water,Rescue,Navsari,4hr pm,English,Bike,15,4.95,Arjun Verma
445,Food,Water,Vadodara,4hr pm,Gujarati,Car,6,3.27,Pooja Patel
446,Water,Rescue,Surat,7hr pm,Hindi,,29,3.61,Vikram Kumar
447,Water,Rescue,Surat,3hr pm,Gujarati,Car,32,3.3,Arjun Singh
448,Water,Food,Vadodara,5hr pm,Hindi,Bike,33,3.77,Rahul Verma
449,Food,Rescue,Ahmedabad,2hr am,Hindi,Car,15,3.89,Rohit Patel
450,Medical,Medical,Surat,5hr pm,English,,48,2.81,Neha Verma
451,Medical,Water,Vadodara,3hr pm,English,Car,17,4.12,Vikram Joshi
452,Medical,Education,Vadodara,5hr am,Gujarati,Car,36,3.76,Isha Verma
453,Rescue,Food,Vadodara,6hr pm,Gujarati,Bike,27,4.78,Isha Nair
454,Water,Education,Rajkot,1hr pm,Hindi,Bike,27,3.87,Sneha Patel
455,Water,Water,Ahmedabad,2hr pm,Hindi,Bike,49,4.02,Priya Joshi
456,Water,Education,Vadodara,3hr am,Gujarati,Car,23,4.29,Anjali Reddy
457,Food,Medical,Surat,5hr pm,English,,27,4.28,Amit Gupta
458,Education,Medical,Vadodara,2hr pm,English,Car,7,4.39,Arjun Patel
459,Food,Medical,Navsari,3hr pm,Hindi,Car,27,2.65,Rahul Verma
460,Food,Water,Rajkot,5hr pm,English,Car,20,4.07,Vikram Joshi
461,Food,Water,Surat,4hr am,Hindi,,26,2.73,Arjun Reddy
462,Medical,Medical,Rajkot,6hr pm,Hindi,Car,2,3.18,Anjali Nair
463,Education,Water,Navsari,7hr am,English,Bike,5,2.82,Neha Gupta
464,Food,Food,Surat,8hr am,English,Bike,10,3.27,Karan Joshi
465,Food,Food,Rajkot,8hr pm,Hindi,Car,24,4.42,Isha Gupta
466,Rescue,Medical,Vadodara,5hr am,Gujarati,Car,3,2.67,Karan Kumar
467,Medical,Medical,Vadodara,3hr pm,Gujarati,Bike,35,3.88,Anjali Nair
468,Food,Rescue,Vadodara,7hr pm,Hindi,,42,3.64,Isha Nair
469,Medical,Rescue,Vadodara,1hr pm,English,Bike,25,3.65,Neha Kumar
470,Food,Food,Vadodara,5hr pm,Gujarati,,40,3.95,Rohit Reddy
471,Rescue,Rescue,Rajkot,4hr pm,English,Bike,16,4.35,Neha Joshi
472,Medical,Medical,Ahmedabad,8hr am,Hindi,,15,2.53,Pooja Joshi
473,Water,Education,Vadodara,8hr am,Gujarati,,13,2.94,Neha Sharma
474,Rescue,Education,Vadodara,5hr am,English,Bike,48,3.61,Isha Verma
475,Food,Education,Surat,8hr am,English,Bike,7,3.47,Isha Mehta
476,Rescue,Rescue,Rajkot,4hr pm,English,,25,4.28,Neha Verma
477,Food,Rescue,Vadodara,3hr pm,Gujarati,Car,12,3.9,Isha Verma
478,Rescue,Food,Vadodara,1hr pm,English,Car,44,3.98,Pooja Singh
479,Education,Food,Rajkot,6hr am,Hindi,,31,2.67,Amit Mehta
480,Water,Medical,Rajkot,3hr am,Hindi,,2,4.51,Rahul Patel
481,Education,Medical,Vadodara,4hr am,Hindi,Car,36,3.03,Anjali Sharma
482,Water,Medical,Vadodara,7hr pm,Gujarati,Bike,41,4.74,Isha Mehta
483,Food,Education,Navsari,6hr am,Hindi,Bike,45,3.31,Sneha Reddy
484,Water,Water,Vadodara,3hr am,English,Bike,26,4.96,Priya Mehta
485,Rescue,Rescue,Rajkot,5hr pm,Hindi,,33,3.07,Isha Verma
486,Water,Rescue,Surat,6hr pm,Hindi,Bike,49,2.85,Rohit Gupta
487,Education,Medical,Ahmedabad,6hr pm,Hindi,Car,19,3.87,Isha Singh
488,Rescue,Food,Surat,1hr am,Hindi,,33,4.85,Karan Mehta
489,Education,Medical,Rajkot,1hr am,Gujarati,,9,2.95,Pooja Joshi
490,Education,Rescue,Vadodara,8hr pm,Hindi,Car,32,2.93,Rahul Kumar
491,Food,Rescue,Rajkot,6hr am,Hindi,Bike,46,2.74,Amit Gupta
492,Rescue,Medical,Surat,5hr am,Hindi,Car,17,3.62,Rahul Mehta
493,Education,Education,Navsari,1hr am,Gujarati,,26,4.62,Anjali Sharma
494,Rescue,Water,Vadodara,1hr pm,Hindi,,5,4.34,Arjun Joshi
495,Food,Rescue,Rajkot,5hr pm,English,Bike,34,4.77,Amit Reddy
496,Water,Food,Vadodara,6hr pm,English,Bike,40,3.7,Anjali Singh
497,Food,Rescue,Vadodara,4hr am,English,,11,3.52,Rohit Verma
498,Education,Food,Rajkot,3hr am,Gujarati,,10,3.88,Anjali Joshi
499,Education,Rescue,Surat,5hr am,Hindi,Bike,12,4.41,Vikram Joshi
500,Food,Rescue,Vadodara,4hr am,Hindi,Bike,42,4.85,Karan Patel
501,Food,Food,Rajkot,5hr pm,Gujarati,Car,35,4.92,Karan Kumar
502,Rescue,Medical,Navsari,8hr pm,Hindi,Bike,5,3.57,Rohit Patel
503,Food,Medical,Navsari,2hr am,English,Bike,25,4.89,Arjun Gupta
504,Education,Medical,Navsari,8hr pm,Hindi,,31,4.24,Pooja Verma
505,Rescue,Medical,Navsari,8hr pm,English,Bike,19,4.93,Pooja Verma
506,Food,Food,Ahmedabad,5hr pm,English,Bike,32,3.3,Isha Gupta
507,Water,Food,Rajkot,7hr pm,English,,32,2.97,Isha Verma
508,Medical,Rescue,Navsari,3hr am,Gujarati,,21,3.21,Anjali Reddy
509,Rescue,Rescue,Navsari,6hr pm,English,Car,36,4.61,Arjun Nair
510,Food,Education,Surat,8hr pm,Hindi,,46,2.74,Amit Singh
511,Education,Education,Vadodara,3hr am,Hindi,,43,4.18,Rohit Singh
512,Medical,Education,Ahmedabad,4hr pm,English,,7,3.53,Isha Verma
513,Food,Education,Surat,4hr pm,Hindi,Car,41,4.66,Rohit Singh
514,Rescue,Education,Navsari,3hr pm,English,Bike,26,3.02,Neha Mehta
515,Education,Education,Surat,6hr am,English,,22,2.54,Neha Reddy
516,Food,Education,Vadodara,7hr am,Hindi,,42,3.05,Anjali Patel
517,Food,Water,Navsari,5hr am,Gujarati,Car,16,4.49,Neha Sharma
518,Water,Food,Ahmedabad,8hr pm,Gujarati,Bike,28,3.86,Neha Sharma
519,Food,Medical,Surat,1hr pm,Hindi,,33,3.51,Anjali Nair
520,Food,Food,Surat,1hr am,English,Car,26,4.47,Arjun Verma
521,Food,Education,Vadodara,8hr am,English,Car,9,3.95,Priya Nair
522,Medical,Medical,Rajkot,2hr am,English,,8,3.92,Sneha Gupta
523,Water,Medical,Vadodara,7hr pm,Hindi,,3,2.67,Rohit Gupta
524,Rescue,Water,Navsari,1hr pm,Hindi,,27,2.72,Vikram Sharma
525,Rescue,Rescue,Surat,7hr pm,Hindi,Bike,33,4.72,Karan Gupta
526,Rescue,Education,Ahmedabad,4hr pm,Hindi,Bike,47,4.72,Anjali Verma
527,Water,Medical,Ahmedabad,8hr am,Hindi,Bike,29,2.96,Arjun Kumar
528,Education,Medical,Surat,8hr pm,English,Car,37,3.62,Anjali Patel
529,Food,Education,Ahmedabad,7hr am,English,Car,23,2.59,Priya Gupta
530,Rescue,Water,Navsari,8hr pm,English,,37,4.92,Anjali Joshi
531,Rescue,Medical,Rajkot,4hr pm,English,,41,2.91,Amit Gupta
532,Food,Education,Surat,2hr am,Hindi,Car,4,4.57,Karan Gupta
533,Rescue,Water,Ahmedabad,1hr pm,Hindi,,40,4.26,Vikram Nair
534,Education,Water,Rajkot,5hr am,English,,22,2.91,Anjali Sharma
535,Food,Food,Vadodara,3hr pm,Gujarati,Bike,13,3.56,Amit Reddy
536,Rescue,Water,Vadodara,2hr pm,English,Bike,45,4.33,Arjun Gupta
537,Food,Rescue,Surat,7hr pm,English,Car,36,3.8,Pooja Gupta
538,Rescue,Food,Rajkot,4hr pm,English,,18,3.11,Anjali Nair
539,Water,Rescue,Ahmedabad,8hr pm,Hindi,,32,3.15,Rohit Joshi
540,Rescue,Education,Navsari,7hr am,English,Car,20,3.3,Karan Singh
541,Medical,Medical,Ahmedabad,3hr am,Hindi,Car,32,3.71,Vikram Verma
542,Education,Medical,Ahmedabad,6hr pm,Gujarati,,47,3.76,Isha Sharma
543,Rescue,Rescue,Rajkot,1hr am,Hindi,Bike,48,3.05,Pooja Singh
544,Education,Water,Ahmedabad,2hr pm,Hindi,,14,3.37,Arjun Mehta
545,Education,Water,Rajkot,8hr am,Hindi,,15,4.01,Amit Singh
546,Water,Food,Rajkot,4hr pm,English,Car,48,3.94,Isha Kumar
547,Education,Rescue,Ahmedabad,4hr am,Gujarati,Bike,39,4.45,Isha Nair
548,Medical,Education,Surat,8hr pm,Gujarati,Car,35,3.37,Sneha Gupta
549,Medical,Medical,Navsari,4hr am,Hindi,,37,4.98,Priya Gupta
550,Food,Rescue,Rajkot,3hr am,Gujarati,Car,0,4.22,Karan Nair
551,Education,Food,Rajkot,7hr pm,Hindi,Bike,14,3.56,Anjali Mehta
552,Medical,Education,Vadodara,2hr pm,Hindi,Bike,38,4.66,Priya Nair
553,Medical,Water,Vadodara,6hr am,English,Car,6,2.74,Sneha Nair
554,Medical,Water,Surat,6hr am,Gujarati,,11,4.31,Vikram Gupta
555,Water,Medical,Navsari,8hr pm,English,Bike,3,3.34,Isha Kumar
556,Water,Food,Navsari,5hr pm,English,Bike,50,3.97,Sneha Mehta
557,Education,Water,Navsari,3hr pm,English,Bike,50,4.75,Arjun Patel
558,Food,Education,Navsari,3hr am,Hindi,,44,2.61,Neha Verma
559,Food,Education,Navsari,7hr am,Hindi,Car,23,2.74,Pooja Kumar
560,Rescue,Food,Navsari,5hr pm,Hindi,Car,46,3.08,Sneha Kumar
561,Medical,Medical,Vadodara,2hr pm,Gujarati,,41,3.26,Pooja Gupta
562,Education,Education,Vadodara,1hr pm,Gujarati,Car,41,4.94,Sneha Gupta
563,Rescue,Water,Vadodara,7hr pm,English,Car,25,3.33,Pooja Sharma
564,Food,Water,Rajkot,1hr am,Hindi,Car,39,4.57,Pooja Reddy
565,Rescue,Education,Rajkot,3hr am,Gujarati,Car,17,3.73,Karan Joshi
566,Medical,Rescue,Ahmedabad,3hr am,Hindi,Car,24,3.53,Anjali Verma
567,Water,Water,Vadodara,7hr pm,Hindi,,38,4.78,Sneha Sharma
568,Medical,Education,Navsari,1hr pm,Gujarati,Bike,35,2.71,Rohit Mehta
569,Food,Education,Rajkot,2hr am,Gujarati,,43,4.48,Sneha Joshi
570,Medical,Food,Vadodara,8hr pm,Hindi,,19,4.63,Karan Kumar
571,Water,Rescue,Navsari,5hr am,Hindi,Car,32,4.32,Karan Singh
572,Medical,Water,Vadodara,4hr pm,English,,17,2.78,Pooja Singh
573,Rescue,Medical,Ahmedabad,4hr pm,Gujarati,Bike,40,4.24,Sneha Sharma
574,Water,Food,Surat,4hr pm,Hindi,Car,12,2.53,Priya Kumar
575,Education,Rescue,Navsari,6hr am,English,Bike,6,4.34,Rahul Joshi
576,Medical,Education,Ahmedabad,8hr am,Hindi,Bike,6,3.1,Vikram Patel
577,Education,Medical,Navsari,5hr pm,Hindi,Bike,34,3.33,Arjun Reddy
578,Rescue,Rescue,Navsari,6hr am,Hindi,Bike,5,2.72,Anjali Nair
579,Food,Education,Ahmedabad,3hr pm,English,Bike,26,4.73,Pooja Mehta
580,Water,Medical,Navsari,7hr am,Gujarati,Bike,31,2.92,Karan Sharma
581,Water,Water,Vadodara,7hr am,English,,48,3.87,Karan Singh
582,Medical,Education,Vadodara,4hr am,Hindi,Bike,25,3.05,Vikram Reddy
583,Education,Food,Vadodara,4hr pm,Hindi,,31,2.81,Anjali Kumar
584,Food,Food,Surat,1hr am,Gujarati,,34,4.54,Rohit Mehta
585,Medical,Food,Rajkot,6hr am,Hindi,Bike,24,4.89,Pooja Patel
586,Medical,Food,Vadodara,3hr am,English,Car,31,4.81,Karan Mehta
587,Rescue,Education,Vadodara,6hr pm,Hindi,,12,2.77,Rahul Nair
588,Rescue,Water,Rajkot,1hr am,Hindi,,46,4.61,Isha Nair
589,Food,Medical,Navsari,8hr am,Gujarati,Car,22,2.81,Anjali Gupta
590,Education,Education,Navsari,7hr am,Gujarati,,39,2.55,Pooja Nair
591,Medical,Rescue,Vadodara,4hr pm,Gujarati,Car,46,3.78,Arjun Kumar
592,Food,Education,Rajkot,4hr am,English,Bike,38,4.05,Neha Reddy
593,Water,Medical,Rajkot,6hr pm,Gujarati,,33,3.98,Vikram Joshi
594,Water,Rescue,Rajkot,3hr pm,Hindi,,45,3.16,Anjali Joshi
595,Education,Medical,Ahmedabad,5hr am,Gujarati,Car,23,4.72,Arjun Kumar
596,Food,Water,Surat,6hr am,Gujarati,,38,3.97,Amit Nair
597,Education,Education,Navsari,6hr pm,Gujarati,,39,3.15,Pooja Sharma
598,Food,Medical,Navsari,1hr pm,Hindi,Bike,7,2.51,Rahul Gupta
599,Medical,Medical,Ahmedabad,7hr pm,English,Bike,23,4.97,Anjali Joshi
600,Rescue,Food,Surat,3hr am,English,,48,3.05,Amit Singh
601,Water,Food,Vadodara,6hr am,English,Car,2,4.16,Amit Patel
602,Food,Water,Navsari,1hr am,English,Bike,17,3.22,Arjun Reddy
603,Rescue,Medical,Vadodara,1hr am,Gujarati,,7,4.9,Sneha Nair
604,Water,Water,Vadodara,3hr am,Gujarati,,45,3.54,Rahul Singh
605,Rescue,Rescue,Rajkot,4hr am,Gujarati,Bike,15,4.43,Pooja Gupta
606,Rescue,Rescue,Ahmedabad,6hr pm,English,Car,4,4.14,Anjali Verma
607,Water,Medical,Rajkot,5hr am,Gujarati,,34,4.83,Amit Verma
608,Education,Water,Surat,1hr pm,English,Bike,19,3.03,Rahul Mehta
609,Medical,Rescue,Ahmedabad,4hr am,English,,22,4.53,Priya Sharma
610,Food,Education,Ahmedabad,7hr am,Hindi,Car,5,4.18,Amit Singh
611,Food,Medical,Navsari,8hr am,Hindi,Bike,45,3.03,Priya Patel
612,Medical,Medical,Vadodara,1hr pm,Hindi,Bike,17,3.17,Arjun Singh
613,Water,Rescue,Navsari,1hr am,Gujarati,Car,1,4.22,Arjun Verma
614,Rescue,Water,Ahmedabad,2hr pm,Hindi,Car,49,3.8,Amit Sharma
615,Medical,Medical,Surat,3hr am,English,Car,7,4.77,Rohit Nair
616,Medical,Rescue,Rajkot,6hr pm,Gujarati,Car,34,3.42,Arjun Patel
617,Rescue,Education,Rajkot,4hr pm,Gujarati,Car,31,4.21,Vikram Nair
618,Water,Water,Ahmedabad,7hr pm,English,Bike,38,4.05,Rahul Kumar
619,Education,Education,Ahmedabad,5hr pm,Hindi,Car,11,4.85,Amit Singh
620,Food,Rescue,Surat,7hr pm,Gujarati,Bike,18,4.21,Neha Kumar
621,Medical,Food,Vadodara,2hr pm,Hindi,Bike,41,4.82,Pooja Kumar
622,Food,Rescue,Vadodara,2hr pm,English,Bike,16,4.89,Amit Patel
623,Education,Rescue,Surat,4hr am,English,Car,31,4.86,Arjun Nair
624,Medical,Rescue,Vadodara,1hr pm,Gujarati,Car,43,3.5,Rahul Patel
625,Water,Education,Navsari,4hr am,Gujarati,Bike,46,3.36,Isha Singh
626,Water,Food,Ahmedabad,4hr am,Gujarati,Car,20,3.45,Rohit Patel
627,Education,Medical,Vadodara,5hr am,Hindi,,1,4.18,Priya Gupta
628,Water,Water,Navsari,5hr pm,English,,41,3.8,Anjali Kumar
629,Water,Medical,Vadodara,6hr pm,Gujarati,Car,36,3.33,Rahul Verma
630,Education,Education,Vadodara,4hr am,Hindi,Bike,10,3.93,Rahul Mehta
631,Rescue,Food,Ahmedabad,8hr pm,Hindi,,22,4.1,Sneha Gupta
632,Food,Rescue,Vadodara,4hr am,Gujarati,,30,3.96,Isha Reddy
633,Rescue,Food,Surat,7hr pm,Hindi,Car,19,2.69,Isha Sharma
634,Medical,Food,Vadodara,2hr pm,Gujarati,Car,20,3.84,Priya Mehta
635,Medical,Rescue,Vadodara,3hr am,English,,44,2.74,Rahul Kumar
636,Education,Water,Navsari,7hr am,Gujarati,Car,34,4.44,Arjun Sharma
637,Water,Education,Surat,7hr am,Hindi,Car,35,3.34,Arjun Kumar
638,Rescue,Medical,Surat,4hr am,English,Bike,25,4.05,Arjun Nair
639,Education,Rescue,Surat,4hr am,Gujarati,Bike,29,3.64,Anjali Reddy
640,Water,Education,Navsari,3hr pm,Hindi,Bike,25,3.65,Neha Reddy
641,Rescue,Education,Navsari,6hr pm,Gujarati,,35,3.96,Rahul Kumar
642,Food,Medical,Surat,2hr am,Gujarati,Car,40,3.11,Rohit Patel
643,Food,Education,Navsari,1hr pm,English,,0,4.02,Neha Reddy
644,Medical,Education,Ahmedabad,2hr am,Hindi,Car,41,4.94,Sneha Gupta
645,Food,Rescue,Vadodara,4hr am,Gujarati,,42,4.59,Rahul Mehta
646,Education,Medical,Surat,7hr pm,Hindi,Bike,31,3.28,Rohit Singh
647,Medical,Rescue,Navsari,2hr pm,Gujarati,,34,4.71,Neha Singh
648,Rescue,Medical,Surat,4hr pm,English,Car,35,3.56,Neha Mehta
649,Medical,Education,Vadodara,4hr pm,Hindi,Bike,23,3.94,Isha Kumar
650,Rescue,Medical,Surat,8hr pm,Hindi,,31,4.28,Pooja Mehta
651,Medical,Food,Ahmedabad,5hr am,Hindi,,18,4.55,Rahul Mehta
652,Water,Water,Vadodara,7hr pm,English,Bike,23,4.16,Priya Verma
653,Rescue,Education,Surat,7hr am,Hindi,,2,3.02,Anjali Gupta
654,Education,Education,Rajkot,1hr pm,Hindi,Car,14,4.09,Pooja Patel
655,Water,Education,Navsari,6hr am,English,Car,45,4.63,Pooja Singh
656,Education,Food,Vadodara,2hr am,English,,50,2.9,Amit Singh
657,Rescue,Medical,Surat,2hr pm,Gujarati,Bike,17,4.34,Priya Patel
658,Water,Medical,Vadodara,6hr pm,Hindi,Bike,29,3.3,Vikram Sharma
659,Education,Water,Navsari,5hr am,English,Bike,39,2.95,Neha Joshi
660,Rescue,Rescue,Rajkot,2hr am,Hindi,,33,2.59,Vikram Gupta
661,Water,Medical,Vadodara,1hr am,Gujarati,Bike,44,3.34,Sneha Sharma
662,Water,Medical,Ahmedabad,1hr am,English,,1,4.54,Arjun Sharma
663,Food,Medical,Rajkot,1hr pm,Hindi,Car,30,4.63,Neha Nair
664,Water,Food,Navsari,6hr pm,Hindi,Car,42,2.71,Neha Mehta
665,Medical,Water,Surat,1hr pm,Gujarati,Car,25,3.35,Rahul Nair
666,Education,Medical,Navsari,4hr pm,English,Car,19,5.0,Sneha Patel
667,Medical,Education,Navsari,6hr am,English,Car,1,4.57,Rahul Verma
668,Education,Food,Vadodara,1hr am,Gujarati,Bike,34,4.34,Priya Joshi
